"Year Level","Qualification","Region","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate - Excellence Endorsement","Current Year Attainment Rate - Excellence Endorsement","Cumulative Year Attainment Rate - Merit Endorsement","Current Year Attainment Rate - Merit Endorsement","Cumulative Year Attainment Rate - No Endorsement","Current Year Attainment Rate - No Endorsement","Cumulative Year Attainment - Excellence Endorsement","Current Year Attainment - Excellence Endorsement","Cumulative Year Attainment - Merit Endorsement","Current Year Attainment - Merit Endorsement","Cumulative Year Attainment - No Endorsement","Current Year Attainment - No Endorsement","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"13","NCEA Level 2","Other","2023","0","0.112","0.029","0.187","0.152","0.7","0.819","108","5","180","26","673","140","961","171","2660",""
"13","NCEA Level 2","Other","2024","0","0.105","0.051","0.154","0.103","0.741","0.846","113","9","167","18","801","148","1081","175","3159",""
"13","NCEA Level 2","Southland","2015","0","0.167","0","0.23","0.074","0.603","0.926","137","0","189","4","495","50","821","54","864",""
"13","NCEA Level 2","Southland","2016","0","0.144","0","0.235","0.067","0.622","0.933","117","0","191","3","506","42","814","45","869",""
"13","NCEA Level 2","Southland","2017","0","0.161","0","0.235","0.044","0.604","0.956","129","0","189","2","485","43","803","45","856",""
"13","NCEA Level 2","Southland","2018","0","0.161","0.022","0.242","0.089","0.597","0.889","122","1","184","4","454","40","760","45","800",""
"13","NCEA Level 2","Southland","2019","0","0.176","0.021","0.202","0.042","0.623","0.938","136","1","156","2","482","45","774","48","825",""
"13","NCEA Level 2","Southland","2020","0","0.212","0","0.33","0.064","0.458","0.936","154","0","239","3","332","44","725","47","777",""
"13","NCEA Level 2","Southland","2021","0","0.175","0","0.198","0","0.627","1","138","0","156","0","495","31","789","31","835",""
"13","NCEA Level 2","Southland","2022","0","0.16","0","0.207","0","0.633","1","115","0","149","0","455","18","719","18","765",""
"13","NCEA Level 2","Southland","2023","0","0.204","0.029","0.187","0.029","0.609","0.943","143","1","131","1","426","33","700","35","762",""
"13","NCEA Level 2","Southland","2024","0","0.14","0.016","0.205","0.079","0.655","0.905","103","1","151","5","483","57","737","63","802",""
"13","NCEA Level 2","Taranaki","2015","0","0.143","0","0.251","0.071","0.606","0.929","146","0","257","6","619","78","1022","84","1099",""
"13","NCEA Level 2","Taranaki","2016","0","0.131","0","0.227","0.073","0.641","0.927","137","0","237","6","669","76","1043","82","1114",""
"13","NCEA Level 2","Taranaki","2017","0","0.125","0","0.2","0","0.675","1","134","0","214","0","722","59","1070","59","1127",""
"13","NCEA Level 2","Taranaki","2018","0","0.138","0","0.208","0.047","0.654","0.953","140","0","211","2","664","41","1015","43","1068",""
"13","NCEA Level 2","Taranaki","2019","0","0.16","0.016","0.213","0.033","0.628","0.951","160","1","213","2","629","58","1002","61","1054",""
"13","NCEA Level 2","Taranaki","2020","0","0.147","0","0.327","0.104","0.526","0.896","148","0","329","7","529","60","1006","67","1052",""
"13","NCEA Level 2","Taranaki","2021","0","0.141","0","0.197","0.059","0.663","0.941","133","0","186","3","627","48","946","51","983",""
"13","NCEA Level 2","Taranaki","2022","0","0.146","0.023","0.191","0.07","0.663","0.907","135","1","177","3","613","39","925","43","972",""
"13","NCEA Level 2","Taranaki","2023","0","0.142","0.024","0.207","0.073","0.651","0.902","122","1","178","3","559","37","859","41","919",""
"13","NCEA Level 2","Taranaki","2024","0","0.135","0.016","0.212","0.127","0.652","0.857","128","1","201","8","617","54","946","63","1009",""
"13","NCEA Level 2","Tasman","2015","0","0.134","0.08","0.284","0.04","0.582","0.88","51","2","108","1","221","22","380","25","407",""
"13","NCEA Level 2","Tasman","2016","0","0.135","0","0.249","0","0.616","1","45","0","83","0","205","20","333","20","359",""
"13","NCEA Level 2","Tasman","2017","0","0.13","0","0.24","0.091","0.63","0.909","50","0","92","3","242","30","384","33","404",""
"13","NCEA Level 2","Tasman","2018","0","0.143","0","0.249","0","0.607","1","46","0","80","0","195","17","321","17","345",""
"13","NCEA Level 2","Tasman","2019","0","0.179","0","0.259","0.037","0.563","0.963","63","0","91","1","198","26","352","27","371",""
"13","NCEA Level 2","Tasman","2020","0","0.171","0","0.35","0.077","0.479","0.923","62","0","127","2","174","24","363","26","383",""
"13","NCEA Level 2","Tasman","2021","0","0.142","0","0.213","0","0.645","1","52","0","78","0","236","29","366","29","389",""
"13","NCEA Level 2","Tasman","2022","0","0.147","0","0.249","0.133","0.605","0.867","49","0","83","2","202","13","334","15","358",""
"13","NCEA Level 2","Tasman","2023","0","0.147","0.1","0.249","0.1","0.605","0.8","49","2","83","2","202","16","334","20","357",""
"13","NCEA Level 2","Tasman","2024","0","0.129","0.037","0.255","0.037","0.616","0.926","45","1","89","1","215","25","349","27","366",""
"13","NCEA Level 2","Waikato","2015","0","0.117","0.011","0.218","0.043","0.665","0.946","454","4","843","15","2573","333","3870","352","4309",""
"13","NCEA Level 2","Waikato","2016","0","0.13","0.01","0.224","0.028","0.646","0.962","501","3","863","8","2494","275","3858","286","4213",""
"13","NCEA Level 2","Waikato","2017","0","0.146","0","0.225","0.04","0.629","0.96","563","0","870","10","2431","242","3864","252","4184",""
"13","NCEA Level 2","Waikato","2018","0","0.155","0.008","0.229","0.05","0.616","0.942","602","2","890","13","2397","245","3889","260","4214",""
"13","NCEA Level 2","Waikato","2019","0","0.152","0.011","0.215","0.051","0.634","0.938","569","3","805","14","2377","258","3751","275","4047",""
"13","NCEA Level 2","Waikato","2020","0","0.163","0.003","0.315","0.064","0.522","0.933","619","1","1196","19","1983","278","3798","298","4116",""
"13","NCEA Level 2","Waikato","2021","0","0.145","0.03","0.191","0.095","0.664","0.874","562","6","738","19","2567","174","3867","199","4194",""
"13","NCEA Level 2","Waikato","2022","0","0.171","0.012","0.207","0.031","0.622","0.957","637","2","768","5","2314","155","3719","162","4025",""
"13","NCEA Level 2","Waikato","2023","0","0.146","0.021","0.205","0.029","0.649","0.95","530","5","742","7","2351","226","3623","238","3964",""
"13","NCEA Level 2","Waikato","2024","0","0.112","0.023","0.191","0.114","0.697","0.863","418","8","712","39","2598","296","3728","343","4145",""
"13","NCEA Level 2","Wellington","2015","0","0.161","0.009","0.25","0.054","0.589","0.937","763","4","1188","24","2793","419","4744","447","5126",""
"13","NCEA Level 2","Wellington","2016","0","0.181","0.01","0.258","0.088","0.561","0.902","852","4","1213","34","2643","350","4708","388","5100",""
"13","NCEA Level 2","Wellington","2017","0","0.182","0","0.253","0.055","0.565","0.945","905","0","1259","20","2816","342","4980","362","5312",""
"13","NCEA Level 2","Wellington","2018","0","0.198","0.009","0.259","0.066","0.543","0.925","963","3","1259","23","2637","321","4859","347","5192",""
"13","NCEA Level 2","Wellington","2019","0","0.199","0.019","0.264","0.087","0.537","0.894","941","6","1245","27","2535","278","4721","311","5031",""
"13","NCEA Level 2","Wellington","2020","0","0.23","0.008","0.376","0.086","0.394","0.906","1085","3","1772","32","1858","336","4715","371","5076",""
"13","NCEA Level 2","Wellington","2021","0","0.201","0","0.232","0.03","0.566","0.97","991","0","1142","10","2787","327","4920","337","5253",""
"13","NCEA Level 2","Wellington","2022","0","0.188","0.004","0.238","0.061","0.574","0.935","869","1","1100","17","2652","260","4621","278","4959",""
"13","NCEA Level 2","Wellington","2023","0","0.194","0.026","0.254","0.124","0.552","0.85","883","7","1160","33","2515","227","4558","267","4937",""
"13","NCEA Level 2","Wellington","2024","0","0.17","0.024","0.234","0.137","0.596","0.839","816","11","1128","63","2869","387","4813","461","5291",""
"13","NCEA Level 2","West Coast","2015","0","0.042","0.04","0.126","0","0.832","0.96","8","1","24","0","159","24","191","25","211",""
"13","NCEA Level 2","West Coast","2016","0","0.048","0","0.161","0","0.79","1","9","0","30","0","147","24","186","24","208",""
"13","NCEA Level 2","West Coast","2017","0","0.052","0","0.162","0.059","0.786","0.941","8","0","25","1","121","16","154","17","171",""
"13","NCEA Level 2","West Coast","2018","0","0.044","0","0.147","0.107","0.809","0.893","9","0","30","3","165","25","204","28","221",""
"13","NCEA Level 2","West Coast","2019","0","0.059","0","0.178","0.059","0.762","0.941","11","0","33","2","141","32","185","34","216",""
"13","NCEA Level 2","West Coast","2020","0","0.145","0","0.274","0","0.581","1","26","0","49","0","104","19","179","19","202",""
"13","NCEA Level 2","West Coast","2021","0","0.101","0","0.101","0","0.799","1","18","0","18","0","143","18","179","18","196",""
"13","NCEA Level 2","West Coast","2022","0","0.071","0","0.115","0","0.814","1","11","0","18","0","127","13","156","13","171",""
"13","NCEA Level 2","West Coast","2023","0","0.116","0","0.168","0","0.717","1","20","0","29","0","124","14","173","14","194",""
"13","NCEA Level 2","West Coast","2024","0","0.091","0.048","0.131","0.095","0.778","0.857","16","1","23","2","137","18","176","21","191",""
"13","NCEA Level 3","Auckland","2015","1","0.148","0.147","0.301","0.303","0.551","0.55","1567","1542","3180","3175","5834","5762","10581","10479","16405",""
"13","NCEA Level 3","Auckland","2016","1","0.155","0.154","0.295","0.298","0.55","0.548","1670","1647","3185","3175","5930","5848","10785","10670","16274",""
"13","NCEA Level 3","Auckland","2017","1","0.166","0.166","0.293","0.295","0.541","0.539","1898","1875","3339","3329","6173","6083","11410","11287","16739",""
"13","NCEA Level 3","Auckland","2018","1","0.164","0.163","0.29","0.292","0.546","0.545","1860","1824","3287","3278","6184","6107","11331","11209","16611",""
"13","NCEA Level 3","Auckland","2019","1","0.159","0.157","0.283","0.286","0.557","0.557","1769","1725","3148","3136","6189","6104","11106","10965","15937",""
"13","NCEA Level 3","Auckland","2020","1","0.204","0.2","0.283","0.285","0.513","0.516","2530","2455","3522","3499","6375","6337","12427","12291","16320",""
"13","NCEA Level 3","Auckland","2021","1","0.246","0.245","0.275","0.278","0.48","0.478","3034","2969","3389","3369","5918","5801","12341","12139","16640",""
"13","NCEA Level 3","Auckland","2022","1","0.175","0.172","0.27","0.276","0.554","0.552","2035","1961","3144","3137","6446","6278","11625","11376","16342",""
"13","NCEA Level 3","Auckland","2023","1","0.154","0.153","0.279","0.284","0.567","0.563","1811","1758","3279","3262","6656","6456","11746","11476","16489",""
"13","NCEA Level 3","Auckland","2024","1","0.164","0.164","0.285","0.289","0.55","0.547","2148","2113","3731","3724","7191","7054","13070","12891","17858",""
"13","NCEA Level 3","Bay of Plenty","2015","1","0.138","0.136","0.267","0.274","0.596","0.59","256","241","495","485","1106","1046","1857","1772","2864",""
"13","NCEA Level 3","Bay of Plenty","2016","1","0.151","0.155","0.236","0.239","0.613","0.606","293","288","456","444","1187","1128","1936","1860","2811",""
"13","NCEA Level 3","Bay of Plenty","2017","1","0.145","0.143","0.234","0.241","0.62","0.616","287","270","463","456","1226","1164","1976","1890","2903",""
"13","NCEA Level 3","Bay of Plenty","2018","1","0.158","0.153","0.218","0.222","0.624","0.625","298","275","411","399","1175","1122","1884","1796","2862",""
"13","NCEA Level 3","Bay of Plenty","2019","1","0.136","0.132","0.225","0.23","0.639","0.638","249","228","412","398","1168","1103","1829","1729","2695",""
"13","NCEA Level 3","Bay of Plenty","2020","1","0.171","0.159","0.24","0.242","0.59","0.599","340","299","477","455","1174","1128","1991","1882","2593",""
"13","NCEA Level 3","Bay of Plenty","2021","1","0.151","0.15","0.203","0.207","0.646","0.644","305","285","409","394","1303","1227","2017","1906","2716",""
"13","NCEA Level 3","Bay of Plenty","2022","1","0.15","0.151","0.207","0.212","0.643","0.637","294","279","404","393","1257","1179","1955","1851","2721",""
"13","NCEA Level 3","Bay of Plenty","2023","1","0.15","0.155","0.212","0.225","0.638","0.62","288","275","408","399","1229","1101","1925","1775","2585",""
"13","NCEA Level 3","Bay of Plenty","2024","1","0.157","0.155","0.229","0.237","0.615","0.608","328","307","479","468","1287","1201","2094","1976","2818",""
"13","NCEA Level 3","Canterbury","2015","1","0.149","0.155","0.286","0.298","0.565","0.547","588","580","1125","1111","2225","2042","3938","3733","5681",""
"13","NCEA Level 3","Canterbury","2016","1","0.15","0.158","0.296","0.309","0.555","0.533","593","589","1172","1155","2197","1993","3962","3737","5713",""
"13","NCEA Level 3","Canterbury","2017","1","0.16","0.166","0.271","0.282","0.569","0.552","666","657","1132","1115","2377","2186","4175","3958","5946",""
"13","NCEA Level 3","Canterbury","2018","1","0.159","0.164","0.271","0.281","0.569","0.555","653","640","1113","1095","2336","2167","4102","3902","5843",""
"13","NCEA Level 3","Canterbury","2019","1","0.155","0.161","0.267","0.276","0.578","0.563","648","640","1113","1094","2412","2233","4173","3967","5938",""
"13","NCEA Level 3","Canterbury","2020","1","0.168","0.172","0.266","0.274","0.566","0.553","726","711","1146","1130","2441","2282","4313","4123","5835",""
"13","NCEA Level 3","Canterbury","2021","1","0.139","0.144","0.253","0.259","0.608","0.597","608","599","1106","1082","2659","2489","4373","4170","6004",""
"13","NCEA Level 3","Canterbury","2022","1","0.145","0.148","0.263","0.269","0.593","0.584","625","615","1135","1117","2563","2427","4323","4159","5843",""
"13","NCEA Level 3","Canterbury","2023","1","0.127","0.129","0.263","0.27","0.61","0.602","515","504","1069","1055","2480","2355","4064","3914","5665",""
"13","NCEA Level 3","Canterbury","2024","1","0.127","0.129","0.267","0.272","0.606","0.599","575","565","1210","1192","2747","2622","4532","4379","6122",""
"13","NCEA Level 3","Gisborne","2015","1","0.107","0.116","0.156","0.17","0.737","0.714","28","28","41","41","193","172","262","241","504",""
"13","NCEA Level 3","Gisborne","2016","1","0.081","0.087","0.218","0.232","0.702","0.681","23","23","62","61","200","179","285","263","543",""
"13","NCEA Level 3","Gisborne","2017","1","0.095","0.095","0.225","0.234","0.679","0.671","25","24","59","59","178","169","262","252","457",""
"13","NCEA Level 3","Gisborne","2018","1","0.122","0.126","0.211","0.218","0.667","0.655","33","33","57","57","180","171","270","261","474",""
"13","NCEA Level 3","Gisborne","2019","1","0.097","0.087","0.194","0.202","0.709","0.711","26","22","52","51","190","180","268","253","459",""
"13","NCEA Level 3","Gisborne","2020","1","0.117","0.119","0.224","0.219","0.659","0.662","34","33","65","61","191","184","290","278","443",""
"13","NCEA Level 3","Gisborne","2021","1","0.089","0.095","0.207","0.206","0.704","0.7","24","24","56","52","190","177","270","253","443",""
"13","NCEA Level 3","Gisborne","2022","1","0.106","0.111","0.187","0.196","0.706","0.693","25","25","44","44","166","156","235","225","414",""
"13","NCEA Level 3","Gisborne","2023","1","0.093","0.101","0.169","0.175","0.738","0.724","23","23","42","40","183","165","248","228","420",""
"13","NCEA Level 3","Gisborne","2024","1","0.091","0.085","0.182","0.22","0.727","0.695","25","19","50","49","200","155","275","223","450",""
"13","NCEA Level 3","Hawke's Bay","2015","1","0.109","0.108","0.263","0.271","0.628","0.621","133","126","319","317","763","726","1215","1169","1749",""
"13","NCEA Level 3","Hawke's Bay","2016","1","0.123","0.127","0.224","0.232","0.653","0.64","143","142","260","259","757","714","1160","1115","1679",""
"13","NCEA Level 3","Hawke's Bay","2017","1","0.115","0.112","0.225","0.23","0.66","0.658","141","132","275","271","807","774","1223","1177","1707",""
"13","NCEA Level 3","Hawke's Bay","2018","1","0.13","0.129","0.256","0.267","0.614","0.604","161","152","318","315","763","711","1242","1178","1761",""
"13","NCEA Level 3","Hawke's Bay","2019","1","0.113","0.106","0.251","0.258","0.636","0.637","133","120","297","293","751","724","1181","1137","1646",""
"13","NCEA Level 3","Hawke's Bay","2020","1","0.145","0.132","0.248","0.252","0.607","0.616","174","154","298","293","729","717","1201","1164","1549",""
"13","NCEA Level 3","Hawke's Bay","2021","1","0.133","0.122","0.239","0.248","0.627","0.63","155","137","278","278","729","706","1162","1121","1533",""
"13","NCEA Level 3","Hawke's Bay","2022","1","0.132","0.133","0.247","0.252","0.621","0.614","155","151","289","286","727","696","1171","1133","1598",""
"13","NCEA Level 3","Hawke's Bay","2023","1","0.117","0.11","0.229","0.233","0.655","0.658","124","113","243","240","696","678","1063","1031","1434",""
"13","NCEA Level 3","Hawke's Bay","2024","1","0.116","0.105","0.264","0.27","0.62","0.625","135","117","308","302","724","698","1167","1117","1558",""
"13","NCEA Level 3","Manawatu-Whanganui","2015","1","0.104","0.104","0.226","0.229","0.67","0.667","146","139","317","305","939","889","1402","1333","2261",""
"13","NCEA Level 3","Manawatu-Whanganui","2016","1","0.11","0.109","0.236","0.24","0.654","0.651","158","148","340","328","941","888","1439","1364","2295",""
"13","NCEA Level 3","Manawatu-Whanganui","2017","1","0.131","0.125","0.235","0.235","0.634","0.64","193","177","347","332","935","903","1475","1412","2309",""
"13","NCEA Level 3","Manawatu-Whanganui","2018","1","0.095","0.096","0.243","0.243","0.662","0.661","136","132","349","336","951","914","1436","1382","2251",""
"13","NCEA Level 3","Manawatu-Whanganui","2019","1","0.106","0.101","0.234","0.232","0.66","0.666","155","142","342","325","963","933","1460","1400","2169",""
"13","NCEA Level 3","Manawatu-Whanganui","2020","1","0.124","0.117","0.223","0.217","0.653","0.666","174","158","314","293","920","898","1408","1349","2083",""
"13","NCEA Level 3","Manawatu-Whanganui","2021","1","0.107","0.098","0.219","0.221","0.675","0.681","161","141","330","319","1019","982","1510","1442","2195",""
"13","NCEA Level 3","Manawatu-Whanganui","2022","1","0.135","0.127","0.236","0.239","0.629","0.634","177","158","309","297","823","789","1309","1244","2005",""
"13","NCEA Level 3","Manawatu-Whanganui","2023","1","0.1","0.098","0.222","0.222","0.678","0.681","131","121","292","274","891","842","1314","1237","2067",""
"13","NCEA Level 3","Manawatu-Whanganui","2024","1","0.115","0.109","0.21","0.214","0.675","0.676","156","140","285","274","915","865","1356","1279","2085",""
"13","NCEA Level 3","Marlborough","2015","1","0.113","0.114","0.258","0.266","0.629","0.62","28","27","64","63","156","147","248","237","415",""
"13","NCEA Level 3","Marlborough","2016","1","0.152","0.149","0.208","0.211","0.641","0.64","35","34","48","48","148","146","231","228","362",""
"13","NCEA Level 3","Marlborough","2017","1","0.12","0.121","0.222","0.224","0.657","0.654","26","26","48","48","142","140","216","214","365",""
"13","NCEA Level 3","Marlborough","2018","1","0.123","0.126","0.262","0.268","0.615","0.607","23","23","49","49","115","111","187","183","319",""
"13","NCEA Level 3","Marlborough","2019","1","0.091","0.097","0.224","0.232","0.685","0.671","20","20","49","48","150","139","219","207","305",""
"13","NCEA Level 3","Marlborough","2020","1","0.128","0.127","0.257","0.262","0.615","0.611","29","28","58","58","139","135","226","221","330",""
"13","NCEA Level 3","Marlborough","2021","1","0.072","0.073","0.243","0.242","0.685","0.685","16","16","54","53","152","150","222","219","322",""
"13","NCEA Level 3","Marlborough","2022","1","0.111","0.112","0.222","0.224","0.667","0.665","20","19","40","38","120","113","180","170","284",""
"13","NCEA Level 3","Marlborough","2023","1","0.079","0.081","0.193","0.193","0.728","0.726","18","18","44","43","166","162","228","223","320",""
"13","NCEA Level 3","Marlborough","2024","1","0.124","0.128","0.186","0.193","0.69","0.679","28","28","42","42","156","148","226","218","318",""
"13","NCEA Level 3","Nelson","2015","1","0.18","0.18","0.304","0.307","0.516","0.513","79","78","133","133","226","222","438","433","615",""
"13","NCEA Level 3","Nelson","2016","1","0.124","0.125","0.302","0.304","0.574","0.571","46","46","112","112","213","210","371","368","566",""
"13","NCEA Level 3","Nelson","2017","1","0.168","0.166","0.3","0.301","0.532","0.533","75","74","134","134","238","237","447","445","635",""
"13","NCEA Level 3","Nelson","2018","1","0.152","0.152","0.259","0.26","0.589","0.587","62","62","106","106","241","239","409","407","595",""
"13","NCEA Level 3","Nelson","2019","1","0.18","0.18","0.225","0.226","0.595","0.594","71","71","89","89","235","234","395","394","572",""
"13","NCEA Level 3","Nelson","2020","1","0.156","0.156","0.3","0.3","0.545","0.545","68","68","131","131","238","238","437","437","556",""
"13","NCEA Level 3","Nelson","2021","1","0.117","0.118","0.291","0.292","0.592","0.59","54","54","134","134","273","271","461","459","602",""
"13","NCEA Level 3","Nelson","2022","1","0.122","0.12","0.27","0.273","0.608","0.606","54","52","119","118","268","262","441","432","574",""
"13","NCEA Level 3","Nelson","2023","1","0.131","0.129","0.268","0.268","0.601","0.603","52","50","106","104","238","234","396","388","519",""
"13","NCEA Level 3","Nelson","2024","1","0.13","0.129","0.287","0.289","0.583","0.581","55","54","121","121","246","243","422","418","569",""
"13","NCEA Level 3","Northland","2015","1","0.083","0.086","0.24","0.248","0.677","0.666","73","73","211","211","596","567","880","851","1466",""
"13","NCEA Level 3","Northland","2016","1","0.103","0.107","0.252","0.257","0.645","0.636","92","92","226","221","578","546","896","859","1498",""
"13","NCEA Level 3","Northland","2017","1","0.13","0.137","0.207","0.216","0.663","0.646","111","111","176","175","564","523","851","809","1494",""
"13","NCEA Level 3","Northland","2018","1","0.125","0.128","0.234","0.239","0.641","0.633","104","104","195","194","535","513","834","811","1430",""
"13","NCEA Level 3","Northland","2019","1","0.121","0.12","0.231","0.231","0.648","0.649","96","95","184","183","516","513","796","791","1311",""
"13","NCEA Level 3","Northland","2020","1","0.114","0.117","0.223","0.227","0.663","0.656","102","102","200","198","595","573","897","873","1355",""
"13","NCEA Level 3","Northland","2021","1","0.134","0.137","0.209","0.214","0.658","0.649","128","127","200","198","630","600","958","925","1406",""
"13","NCEA Level 3","Northland","2022","1","0.09","0.096","0.19","0.199","0.719","0.705","75","75","158","156","597","552","830","783","1269",""
"13","NCEA Level 3","Northland","2023","1","0.079","0.081","0.2","0.204","0.721","0.715","66","65","168","165","606","577","840","807","1325",""
"13","NCEA Level 3","Northland","2024","1","0.1","0.104","0.186","0.195","0.714","0.701","96","95","178","177","683","638","957","910","1466",""
"13","NCEA Level 3","Otago","2015","1","0.137","0.138","0.286","0.289","0.577","0.573","194","193","404","404","815","801","1413","1398","1989",""
"13","NCEA Level 3","Otago","2016","1","0.16","0.163","0.288","0.294","0.551","0.543","221","220","397","396","759","733","1377","1349","1934",""
"13","NCEA Level 3","Otago","2017","1","0.161","0.162","0.282","0.284","0.557","0.554","235","234","412","410","814","799","1461","1443","1994",""
"13","NCEA Level 3","Otago","2018","1","0.143","0.144","0.285","0.289","0.571","0.567","215","212","428","424","857","833","1500","1469","1995",""
"13","NCEA Level 3","Otago","2019","1","0.148","0.149","0.287","0.291","0.564","0.56","219","216","424","421","833","812","1476","1449","1980",""
"13","NCEA Level 3","Otago","2020","1","0.174","0.173","0.272","0.275","0.554","0.552","271","266","423","423","863","848","1557","1537","1935",""
"13","NCEA Level 3","Otago","2021","1","0.163","0.162","0.243","0.244","0.595","0.594","256","251","381","378","934","919","1571","1548","1976",""
"13","NCEA Level 3","Otago","2022","1","0.147","0.143","0.278","0.283","0.575","0.574","215","207","408","408","843","829","1466","1444","1900",""
"13","NCEA Level 3","Otago","2023","1","0.135","0.133","0.277","0.279","0.588","0.588","189","183","386","384","821","808","1396","1375","1833",""
"13","NCEA Level 3","Otago","2024","1","0.134","0.13","0.273","0.277","0.593","0.593","214","204","436","436","946","933","1596","1573","2018",""
"13","NCEA Level 3","Other","2015","1","0.087","0.168","0.146","0.229","0.766","0.603","55","49","92","67","482","176","629","292","2920",""
"13","NCEA Level 3","Other","2016","1","0.075","0.123","0.158","0.232","0.767","0.646","48","37","101","70","491","195","640","302","2768",""
"13","NCEA Level 3","Other","2017","1","0.13","0.233","0.186","0.261","0.684","0.505","74","66","106","74","389","143","569","283","2449",""
"13","NCEA Level 3","Other","2018","1","0.173","0.178","0.296","0.329","0.531","0.493","45","40","77","74","138","111","260","225","1766",""
"13","NCEA Level 3","Other","2019","1","0.215","0.246","0.249","0.271","0.536","0.483","62","51","72","56","155","100","289","207","1748",""
"13","NCEA Level 3","Other","2020","1","0.199","0.25","0.235","0.25","0.566","0.5","62","57","73","57","176","114","311","228","1993",""
"13","NCEA Level 3","Other","2021","1","0.189","0.279","0.252","0.279","0.559","0.441","78","69","104","69","231","109","413","247","2471",""
"13","NCEA Level 3","Other","2022","1","0.129","0.178","0.251","0.283","0.62","0.539","47","41","91","65","225","124","363","230","2603",""
"13","NCEA Level 3","Other","2023","1","0.095","0.123","0.184","0.246","0.721","0.631","38","33","74","66","290","169","402","268","2660",""
"13","NCEA Level 3","Other","2024","1","0.131","0.178","0.203","0.232","0.666","0.591","65","46","101","60","331","153","497","259","3159",""
"13","NCEA Level 3","Southland","2015","1","0.154","0.152","0.244","0.247","0.602","0.601","88","86","140","140","345","340","573","566","864",""
"13","NCEA Level 3","Southland","2016","1","0.145","0.146","0.258","0.264","0.597","0.59","78","77","139","139","321","311","538","527","869",""
"13","NCEA Level 3","Southland","2017","1","0.165","0.166","0.231","0.233","0.603","0.601","87","87","122","122","318","315","527","524","856",""
"13","NCEA Level 3","Southland","2018","1","0.141","0.144","0.209","0.211","0.65","0.646","77","77","114","113","355","346","546","536","800",""
"13","NCEA Level 3","Southland","2019","1","0.13","0.131","0.204","0.206","0.666","0.664","70","70","110","110","359","355","539","535","825",""
"13","NCEA Level 3","Southland","2020","1","0.205","0.205","0.218","0.218","0.577","0.577","110","109","117","116","310","307","537","532","777",""
"13","NCEA Level 3","Southland","2021","1","0.129","0.128","0.246","0.255","0.625","0.617","74","70","141","140","358","339","573","549","835",""
"13","NCEA Level 3","Southland","2022","1","0.127","0.128","0.239","0.241","0.634","0.632","68","68","128","128","339","336","535","532","765",""
"13","NCEA Level 3","Southland","2023","1","0.134","0.135","0.246","0.246","0.621","0.62","68","68","125","124","316","313","509","505","762",""
"13","NCEA Level 3","Southland","2024","1","0.12","0.12","0.233","0.236","0.647","0.644","67","66","130","130","361","354","558","550","802",""
"13","NCEA Level 3","Taranaki","2015","1","0.106","0.105","0.279","0.29","0.614","0.605","74","70","194","193","427","402","695","665","1099",""
"13","NCEA Level 3","Taranaki","2016","1","0.127","0.125","0.212","0.218","0.662","0.657","94","89","157","155","491","467","742","711","1114",""
"13","NCEA Level 3","Taranaki","2017","1","0.114","0.104","0.19","0.195","0.696","0.701","83","73","138","136","506","490","727","699","1127",""
"13","NCEA Level 3","Taranaki","2018","1","0.107","0.103","0.232","0.237","0.66","0.661","72","67","156","154","443","430","671","651","1068",""
"13","NCEA Level 3","Taranaki","2019","1","0.145","0.139","0.198","0.204","0.657","0.657","99","92","135","135","448","434","682","661","1054",""
"13","NCEA Level 3","Taranaki","2020","1","0.14","0.13","0.22","0.22","0.641","0.649","109","98","171","166","499","489","779","753","1052",""
"13","NCEA Level 3","Taranaki","2021","1","0.098","0.094","0.199","0.206","0.704","0.7","68","63","138","138","489","469","695","670","983",""
"13","NCEA Level 3","Taranaki","2022","1","0.137","0.132","0.201","0.207","0.662","0.662","98","91","144","143","474","458","716","692","972",""
"13","NCEA Level 3","Taranaki","2023","1","0.108","0.107","0.222","0.232","0.67","0.661","73","69","150","150","453","427","676","646","919",""
"13","NCEA Level 3","Taranaki","2024","1","0.119","0.112","0.226","0.235","0.654","0.653","94","85","178","178","515","496","787","759","1009",""
"13","NCEA Level 3","Tasman","2015","1","0.148","0.148","0.332","0.332","0.52","0.52","38","38","85","85","133","133","256","256","407",""
"13","NCEA Level 3","Tasman","2016","1","0.132","0.132","0.282","0.282","0.586","0.586","29","29","62","62","129","129","220","220","359",""
"13","NCEA Level 3","Tasman","2017","1","0.145","0.148","0.302","0.304","0.554","0.549","35","35","73","72","134","130","242","237","404",""
"13","NCEA Level 3","Tasman","2018","1","0.138","0.14","0.268","0.271","0.594","0.588","31","31","60","60","133","130","224","221","345",""
"13","NCEA Level 3","Tasman","2019","1","0.121","0.118","0.275","0.278","0.603","0.604","30","29","68","68","149","148","247","245","371",""
"13","NCEA Level 3","Tasman","2020","1","0.117","0.118","0.18","0.183","0.703","0.698","31","31","48","48","187","183","266","262","383",""
"13","NCEA Level 3","Tasman","2021","1","0.109","0.107","0.267","0.271","0.624","0.622","29","28","71","71","166","163","266","262","389",""
"13","NCEA Level 3","Tasman","2022","1","0.073","0.073","0.29","0.289","0.637","0.638","18","18","72","71","158","157","248","246","358",""
